source_id,display_name,manufacturer_name,country,base_url,enabled,domain_status,notes
SRC_FILCOLANA,Filcolana,Filcolana,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ISAGER,Isager,Isager,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_KNITTING_FOR_OLIVE,Knitting for Olive,Knitting for Olive,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CAMAROSE,CaMaRose,CaMaRose,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_GEPARD_GARN,Gepard Garn,Gepard Garn,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_HJERTEGARN,Hjertegarn,Hjertegarn,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BC_GARN,BC Garn,BC Garn,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ONION,Onion,Onion,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MAYFLOWER,Mayflower,Mayflower,Denmark,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_J_RBO,Järbo,Järbo,Sweden and Finland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_SVARTA_F_RET,Svarta Fåret,Svarta Fåret,Sweden and Finland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ULLCENTRUM,Ullcentrum,Ullcentrum,Sweden and Finland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_NOVITA,Novita,Novita,Sweden and Finland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_TUKUWOOL,Tukuwool,Tukuwool,Sweden and Finland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_VUONUE,Vuonue,Vuonue,Sweden and Finland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_STEX,Ístex,Ístex,Iceland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LOPI,Lopi,Lopi,Iceland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_SCHEEPJES,Scheepjes,Scheepjes,Netherlands and Belgium,https://www.scheepjes.com,True,verified,Official domain/catalogue verified during YarnEngine v0.1-v0.5 data work.
SRC_DURABLE_YARN,Durable Yarn,Durable Yarn,Netherlands and Belgium,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_HOOOKED,Hoooked,Hoooked,Netherlands and Belgium,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ANNELL,Annell,Annell,Netherlands and Belgium,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_YARN_AND_COLORS,Yarn and Colors,Yarn and Colors,Netherlands and Belgium,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_SCHACHENMAYR,Schachenmayr,Schachenmayr,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LANA_GROSSA,Lana Grossa,Lana Grossa,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_RICO_DESIGN,Rico Design,Rico Design,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_AUSTERMANN,Austermann,Austermann,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ATELIER_ZITRON,Atelier Zitron,Atelier Zitron,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_SCHOPPEL_WOLLE,Schoppel Wolle,Schoppel Wolle,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_OPAL,Opal,Opal,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PRO_LANA,Pro Lana,Pro Lana,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PASCUALI,Pascuali,Pascuali,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_GGH,ggh,ggh,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_GR_NDL,Gründl,Gründl,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ONLINE_GARNE,ONline Garne,ONline Garne,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_FERNER_WOLLE,Ferner Wolle,Ferner Wolle,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LANGYARNS,LANGYARNS,LANGYARNS,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_WOOLADDICTS,WoolAddicts,WoolAddicts,Germany Austria Switzerland,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BERG_RE_DE_FRANCE,Bergère de France,Bergère de France,France,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PHILDAR,Phildar,Phildar,France,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_FONTY,Fonty,Fonty,France,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PLASSARD,Plassard,Plassard,France,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CHEVAL_BLANC,Cheval Blanc,Cheval Blanc,France,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_DMC,DMC,DMC,France,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BOUTON_D_OR,Bouton d'Or,Bouton d'Or,France,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ANNY_BLATT,Anny Blatt,Anny Blatt,France,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_KATIA,Katia,Katia,Spain and Portugal,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CONCEPT_BY_KATIA,Concept by Katia,Concept by Katia,Spain and Portugal,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_VALERIA_DI_ROMA,Valeria di Roma,Valeria di Roma,Spain and Portugal,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LANAS_STOP,Lanas Stop,Lanas Stop,Spain and Portugal,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ROS_RIOS_4,Rosários 4,Rosários 4,Spain and Portugal,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_RETROSARIA_ROSA_POMAR,Retrosaria Rosa Pomar,Retrosaria Rosa Pomar,Spain and Portugal,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_OVELHA_NEGRA,Ovelha Negra,Ovelha Negra,Spain and Portugal,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ADRIAFIL,Adriafil,Adriafil,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LANA_GATTO,Lana Gatto,Lana Gatto,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LAINES_DU_NORD,Laines du Nord,Laines du Nord,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MANIFATTURA_SESIA,Manifattura Sesia,Manifattura Sesia,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MONDIAL,Mondial,Mondial,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BORGO_DE_PAZZI_FIRENZE,Borgo de' Pazzi Firenze,Borgo de' Pazzi Firenze,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BETTAKNIT,Bettaknit,Bettaknit,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LANE_MONDIAL,Lane Mondial,Lane Mondial,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_AVIA,Avia,Avia,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CARDIFF_CASHMERE,Cardiff Cashmere,Cardiff Cashmere,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CARIAGGI,Cariaggi,Cariaggi,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ZEGNA_BARUFFA_LANE_BORGOSESIA,Zegna Baruffa Lane Borgosesia,Zegna Baruffa Lane Borgosesia,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_FILPUCCI,Filpucci,Filpucci,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BIAGIOLI_MODESTO,Biagioli Modesto,Biagioli Modesto,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PECCI_FILATI,Pecci Filati,Pecci Filati,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LINEAPI_ITALIA,Lineapiù Italia,Lineapiù Italia,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_TOLLEGNO_1900,Tollegno 1900,Tollegno 1900,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LANECARDATE,Lanecardate,Lanecardate,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LANIFICIO_DELL_OLIVO,Lanificio dell'Olivo,Lanificio dell'Olivo,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MILLEFILI,Millefili,Millefili,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_IAFIL,Iafil,Iafil,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PINORI_FILATI,Pinori Filati,Pinori Filati,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_SERVIZI_E_SETA,Servizi e Seta,Servizi e Seta,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_OLIMPIAS_GROUP,Olimpias Group,Olimpias Group,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_FILATURA_PAPI_FABIO,Filatura Papi Fabio,Filatura Papi Fabio,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BOTTO_GIUSEPPE,Botto Giuseppe,Botto Giuseppe,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CASA_DEL_FILATO,Casa del Filato,Casa del Filato,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_TORCITURA_DI_DOMASO,Torcitura di Domaso,Torcitura di Domaso,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ALPES,Alpes,Alpes,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MARCHI_AND_FILDI,Marchi & Fildi,Marchi & Fildi,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LORO_PIANA,Loro Piana,Loro Piana,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_TOSCANO,Toscano,Toscano,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_S_DWOLLE_GROUP,Südwolle Group,Südwolle Group,Italy,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ALIZE,Alize,Alize,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_NAKO,NAKO,NAKO,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ORMO,ORMO,ORMO,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_YARNART,YarnArt,YarnArt,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_HIMALAYA,Himalaya,Himalaya,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_GAZZAL,Gazzal,Gazzal,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ETROFIL,Etrofil,Etrofil,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_KARTOPU,Kartopu,Kartopu,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PERIA,Peria,Peria,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_REN_BAYAN,Ören Bayan,Ören Bayan,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LANOSO,Lanoso,Lanoso,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ICE_YARNS,Ice Yarns,Ice Yarns,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_FEZA,Feza,Feza,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_ROZETTI,Rozetti,Rozetti,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_DIMEKS,Dimeks,Dimeks,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_YE_IN_TEKSTIL,Yeğin Tekstil,Yeğin Tekstil,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_G_KSIM_I_PLIK,Göksim İplik,Göksim İplik,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_AKISTEKS,Akisteks,Akisteks,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BODURO_LU_I_PLIK,Boduroğlu İplik,Boduroğlu İplik,Turkey,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_NORO,Noro,Noro,Japan,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_HAMANAKA,Hamanaka,Hamanaka,Japan,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_DARUMA,Daruma,Daruma,Japan,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_OLYMPUS,Olympus,Olympus,Japan,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PUPPY,Puppy,Puppy,Japan,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_RICHMORE,RichMore,RichMore,Japan,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LION_BRAND,Lion Brand,Lion Brand,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_RED_HEART,Red Heart,Red Heart,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BERNAT,Bernat,Bernat,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CARON,Caron,Caron,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LILY_SUGAR_N_CREAM,Lily Sugar'n Cream,Lily Sugar'n Cream,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_AUNT_LYDIA_S,Aunt Lydia's,Aunt Lydia's,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PREMIER_YARNS,Premier Yarns,Premier Yarns,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_UNIVERSAL_YARN,Universal Yarn,Universal Yarn,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_FIBRA_NATURA,Fibra Natura,Fibra Natura,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_CASCADE_YARNS,Cascade Yarns,Cascade Yarns,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BERROCO,Berroco,Berroco,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_PLYMOUTH_YARN,Plymouth Yarn,Plymouth Yarn,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BROWN_SHEEP_COMPANY,Brown Sheep Company,Brown Sheep Company,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_KNIT_PICKS,Knit Picks,Knit Picks,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BROOKLYN_TWEED,Brooklyn Tweed,Brooklyn Tweed,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_BLUE_SKY_FIBERS,Blue Sky Fibers,Blue Sky Fibers,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_SPUD_AND_CHLO,Spud & Chloë,Spud & Chloë,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_QUINCE_AND_CO,Quince & Co.,Quince & Co.,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_HARRISVILLE_DESIGNS,Harrisville Designs,Harrisville Designs,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_GREEN_MOUNTAIN_SPINNERY,Green Mountain Spinnery,Green Mountain Spinnery,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_KELBOURNE_WOOLENS,Kelbourne Woolens,Kelbourne Woolens,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_MADELINETOSH,Madelinetosh,Madelinetosh,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_LOOPY_MANGO,Loopy Mango,Loopy Mango,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
SRC_WOOLFOLK,Woolfolk,Woolfolk,United States,,False,needs_verification,Entity carried from the original manufacturer/brand seed list; official current domain must be verified before enabling.
